MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
ORL vs PHX,2022-03-07,0,201.0,0.5,0.246,0.625,0.797,15,29,8,1,22,28,10,1,29,28,9,8,27,21,22,16,28,22,3,5,27,16,6,24,2,25,18,5,26,25,2,6,27,13,16,27,27,28,5,5,29,14,12,14,28,28,5,2,30,27,18,26,4,10,5,7
ORL vs IND,2022-03-01,0,236.0,0.333,0.242,0.286,0.333,22,28,22,26,27,28,20,23,27,27,15,11,29,22,17,7,24,22,12,10,27,17,7,4,10,24,22,24,19,27,19,25,20,12,12,14,24,27,3,25,24,15,15,5,23,27,3,15,29,25,23,15,13,10,29,22
ORL vs IND,2022-02-27,1,222.0,0.333,0.23,0.286,0.339,22,30,22,26,24,28,18,22,28,28,19,11,27,23,17,9,26,22,12,9,21,16,11,4,10,26,15,25,24,27,15,22,21,13,18,14,10,27,5,25,27,15,18,5,21,27,13,15,30,27,20,15,14,10,28,22
ORL vs HOU,2022-02-24,1,230.0,0.143,0.217,0.0,0.259,26,30,30,28,29,28,30,29,25,26,22,20,19,21,28,29,20,21,22,25,17,15,17,22,18,28,29,30,18,27,28,23,12,12,10,7,18,26,22,22,18,13,20,29,26,28,23,22,25,26,7,1,11,10,29,30
ORL vs ATL,2022-02-15,0,239.0,0.364,0.22,0.545,0.474,18,29,11,18,26,28,11,16,12,26,6,13,16,19,10,23,6,21,9,15,18,13,13,23,26,28,15,1,10,21,6,29,6,12,15,23,20,26,10,3,11,10,7,22,22,28,7,6,17,24,19,17,5,10,6,6
ORL vs BOS,2022-02-05,0,199.0,0.4,0.222,0.7,0.537,18,29,4,11,21,28,1,8,19,24,21,13,24,20,9,3,9,21,15,20,16,15,6,2,15,25,16,19,27,28,23,17,18,10,10,8,14,26,15,22,20,9,22,10,18,28,14,22,20,24,28,16,12,11,6,2
ORL vs MEM,2022-02-04,0,250.0,0.4,0.226,0.667,0.667,19,29,11,3,22,28,7,6,21,27,23,1,25,22,22,1,17,22,25,8,15,15,2,1,13,25,4,12,27,27,3,1,22,14,30,22,18,27,28,23,22,12,23,1,14,28,12,16,27,25,22,4,13,11,28,28
ORL vs DAL,2022-01-29,1,218.0,0.3,0.2,0.727,0.58,23,30,2,10,21,28,7,9,24,27,13,20,25,21,8,19,16,22,11,12,7,12,17,26,17,26,14,4,24,27,19,24,24,14,11,9,17,27,26,24,20,11,12,14,20,28,12,19,29,25,7,19,14,10,9,17
ORL vs DET,2022-01-27,1,222.0,0.2,0.184,0.4,0.234,27,30,19,29,23,29,27,30,25,26,23,29,23,21,27,30,15,22,21,27,4,14,10,19,16,26,5,21,22,27,24,10,21,11,25,20,27,27,19,29,21,11,22,25,27,28,23,29,26,24,22,15,18,13,17,14
ORL vs LAC,2022-01-25,0,213.0,0.2,0.188,0.455,0.49,28,30,15,15,24,29,25,22,25,27,14,16,25,21,7,11,21,23,11,15,6,14,13,17,17,25,12,24,21,28,19,10,18,12,15,14,23,27,17,10,23,11,8,9,28,28,26,21,28,24,22,25,20,11,8,8
ORL vs CHI,2022-01-22,1,209.0,0.091,0.17,0.4,0.636,29,30,20,8,27,29,21,10,19,24,25,21,11,16,27,30,16,23,15,22,7,14,21,23,28,27,5,4,11,23,15,18,13,9,26,30,26,28,4,1,8,8,20,29,29,28,10,4,19,23,25,24,16,11,11,3
ORL vs LAL,2022-01-20,0,221.0,0.1,0.174,0.556,0.489,30,30,14,16,26,29,15,23,27,26,26,6,25,15,30,13,24,23,29,13,17,16,13,5,13,26,1,24,19,25,26,7,24,10,25,21,23,27,7,16,19,8,29,9,29,28,8,8,28,23,26,8,15,10,19,28
ORL vs POR,2022-01-16,0,186.0,0.1,0.182,0.4,0.405,29,30,21,22,24,29,27,24,21,27,16,20,23,16,22,25,20,23,23,26,21,16,18,21,14,25,5,10,18,24,12,16,18,7,5,8,29,27,8,10,17,7,19,26,24,28,25,21,25,23,2,6,8,10,20,13
ORL vs WAS,2022-01-08,0,202.0,0.111,0.175,0.375,0.487,29,30,22,14,25,30,19,23,21,25,22,17,21,14,26,21,24,23,23,15,19,16,22,11,13,26,6,12,18,26,27,29,18,8,27,26,26,28,22,27,20,10,24,21,26,28,3,6,19,20,20,7,8,11,10,14
ORL vs PHI,2022-01-04,0,222.0,0.2,0.184,0.625,0.556,28,29,9,10,28,30,9,13,13,24,26,26,17,14,27,27,18,23,27,26,18,16,13,4,18,24,2,3,12,27,18,12,18,8,27,27,28,27,8,11,12,10,27,26,27,28,14,13,18,19,21,15,5,12,2,1
ORL vs MIL,2021-12-29,0,254.0,0.222,0.2,0.7,0.639,25,29,3,4,24,30,8,6,23,25,8,2,20,17,9,2,22,25,12,12,16,14,22,20,19,26,21,19,22,27,2,8,20,8,5,2,24,28,13,10,20,11,8,5,26,28,11,16,23,21,16,8,3,14,12,25
ORL vs MIL,2021-12-27,0,237.0,0.222,0.206,0.6,0.629,27,29,7,5,26,30,11,7,22,25,6,3,16,14,6,2,23,24,17,13,12,14,17,19,13,26,21,20,26,26,2,8,19,7,5,2,22,27,19,12,17,11,5,3,27,28,21,16,24,23,14,7,5,15,14,24
ORL vs NOP,2021-12-22,0,214.0,0.222,0.219,0.625,0.344,26,29,11,26,26,30,10,26,21,24,27,17,20,12,18,3,22,22,16,8,24,17,28,26,17,25,10,26,23,25,26,16,19,8,26,22,23,26,22,22,20,10,26,6,24,28,17,25,25,22,23,13,1,15,27,8
ORL vs MIA,2021-12-16,0,220.0,0.1,0.172,0.5,0.586,28,29,12,8,28,30,21,7,23,25,21,17,16,13,26,17,24,23,7,8,19,14,25,30,23,25,22,21,23,30,20,17,18,9,8,14,28,26,5,9,21,13,22,23,24,28,18,13,11,20,30,19,12,16,16,6
ORL vs ATL,2021-12-14,0,210.0,0.1,0.179,0.444,0.481,28,29,18,18,29,30,10,11,26,26,22,12,12,14,22,16,26,25,21,16,19,15,17,25,22,25,2,2,23,28,26,28,17,6,23,25,27,28,2,1,19,13,25,18,25,28,13,9,15,21,18,22,12,20,4,6
ORL vs DEN,2021-11-30,1,211.0,0.091,0.182,0.4,0.5,30,28,19,20,30,30,20,18,22,23,23,25,12,10,27,28,20,22,18,18,21,12,29,29,15,23,5,5,13,22,29,23,6,5,22,22,29,27,6,19,11,9,24,29,30,28,14,10,19,18,28,29,24,23,14,21
ORL vs CHI,2021-11-25,0,211.0,0.2,0.211,0.545,0.632,28,26,8,4,29,29,15,7,26,22,11,12,21,11,14,23,21,22,16,18,17,13,27,19,17,25,10,8,23,29,7,7,6,4,24,29,26,22,8,7,15,10,4,13,30,28,13,10,28,23,13,14,22,22,5,1
ORL vs CHA,2021-11-23,0,205.0,0.2,0.222,0.545,0.579,27,26,7,6,29,29,22,20,28,24,8,1,26,15,9,4,27,24,4,2,14,13,20,10,13,25,16,15,22,29,3,2,7,5,12,9,29,23,18,2,21,11,2,1,30,28,21,15,29,22,11,3,22,22,27,28
ORL vs WAS,2021-11-12,0,196.0,0.3,0.25,0.667,0.727,24,27,9,3,25,28,11,7,27,26,28,25,21,21,26,25,25,25,27,26,14,12,18,11,20,25,2,4,28,30,30,29,14,11,28,27,22,22,19,18,24,22,30,29,25,26,12,10,23,21,20,17,26,20,10,4
ORL vs BKN,2021-11-09,0,213.0,0.273,0.273,0.7,0.636,24,24,4,4,27,27,10,15,12,15,22,12,12,15,18,12,19,19,15,9,7,8,16,7,28,27,20,24,26,26,30,26,4,6,21,17,16,16,8,4,12,14,25,17,26,26,7,12,13,16,21,15,20,20,5,11
ORL vs UTA,2021-11-06,1,207.0,0.2,0.2,0.778,0.778,26,26,2,2,27,27,3,3,16,16,11,11,8,8,11,11,18,18,28,28,7,7,14,14,29,29,17,17,28,28,23,23,2,2,4,4,14,14,22,22,9,9,21,21,27,27,12,12,9,9,4,4,18,18,5,5
ORL vs SAS,2021-11-04,0,191.0,0.222,0.222,0.25,0.25,25,25,25,25,28,28,18,18,10,10,18,18,7,7,23,23,18,18,2,2,15,15,13,13,29,29,8,8,30,30,7,7,2,2,28,28,12,12,15,15,9,9,11,11,26,26,4,4,6,6,25,25,15,15,30,30
ORL vs BOS,2021-11-02,0,171.0,0.25,0.25,0.286,0.286,22,22,22,22,28,28,24,24,6,6,11,11,6,6,15,15,10,10,15,15,12,12,1,1,28,28,13,13,30,30,9,9,2,2,10,10,6,6,16,16,8,8,9,9,22,22,23,23,5,5,11,11,15,15,9,9
