MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
PHI vs CLE,2022-03-03,1,244.0,0.857,0.623,0.286,0.581,3,7,25,11,7,11,20,8,20,24,25,25,19,30,27,19,23,25,23,12,15,6,19,25,2,2,18,24,22,17,25,25,22,28,24,23,8,9,14,14,24,30,25,29,22,12,13,9,1,6,18,21,1,1,10,23
PHI vs NYK,2022-03-01,1,231.0,0.833,0.617,0.167,0.41,6,7,28,21,11,11,25,20,26,26,28,28,27,30,22,8,27,25,28,30,25,7,14,12,1,1,7,10,14,16,29,29,30,29,16,11,13,10,19,15,30,30,27,25,27,12,30,28,6,10,11,4,1,2,19,25
PHI vs BOS,2022-02-14,0,222.0,0.7,0.607,0.9,0.569,8,9,1,10,10,10,1,5,24,27,18,14,25,30,5,2,19,24,16,19,4,6,1,2,10,2,16,18,26,14,20,17,27,30,9,11,10,10,23,24,25,30,20,11,9,11,17,22,21,16,22,17,9,5,11,2
PHI vs CLE,2022-02-11,1,196.0,0.7,0.6,0.8,0.625,6,9,4,5,11,10,12,7,17,23,27,20,20,30,14,12,17,23,21,8,5,4,21,23,10,2,21,25,28,16,16,19,28,28,26,21,12,12,13,16,23,29,27,26,9,11,21,10,17,14,8,19,7,5,29,24
PHI vs OKC,2022-02-10,1,187.0,0.6,0.593,0.3,0.315,13,10,21,27,12,12,22,27,22,25,27,30,26,30,15,15,19,25,26,30,10,6,24,22,6,2,22,10,28,16,9,18,28,28,5,11,8,11,26,30,25,30,18,20,7,9,30,30,22,17,30,28,8,5,23,20
PHI vs PHX,2022-02-07,0,223.0,0.7,0.604,0.9,0.811,4,9,2,1,8,10,3,2,15,23,12,11,23,30,13,11,15,23,7,6,7,6,15,26,9,2,2,7,28,16,8,6,27,28,24,27,4,10,21,6,23,30,13,12,5,7,4,1,17,14,18,26,11,5,19,7
PHI vs WAS,2022-02-01,0,209.0,0.727,0.62,0.222,0.46,3,7,27,21,5,10,23,23,11,23,28,25,15,29,28,24,14,24,26,19,7,5,17,11,19,3,5,9,14,12,30,30,22,29,29,28,9,12,28,28,14,30,29,28,7,12,23,10,5,15,24,7,11,4,16,15
PHI vs MEM,2022-01-30,1,240.0,0.727,0.612,0.7,0.673,2,7,5,3,5,10,11,6,11,24,19,2,16,30,11,1,17,24,20,5,9,6,1,1,14,3,12,16,8,12,1,1,22,28,28,21,8,12,28,22,14,30,11,1,8,12,14,15,3,14,15,3,9,5,27,26
PHI vs SAC,2022-01-28,1,204.0,0.7,0.604,0.222,0.36,7,9,28,24,6,9,28,26,21,25,28,7,24,30,29,12,21,25,27,20,15,6,19,15,5,3,1,17,18,12,24,20,28,28,27,18,10,12,22,19,22,30,27,5,9,13,18,18,13,14,29,4,10,4,25,23
PHI vs LAL,2022-01-26,1,192.0,0.7,0.596,0.444,0.5,6,10,21,16,5,10,19,21,24,25,28,8,22,30,29,17,24,26,29,12,16,6,20,5,3,2,1,25,21,12,23,7,29,29,25,18,15,12,14,16,24,30,27,10,9,13,15,8,5,12,29,9,8,3,18,27
PHI vs NOP,2022-01-24,1,224.0,0.7,0.587,0.556,0.391,5,10,15,23,6,11,15,25,20,23,30,26,23,29,30,14,24,25,28,12,20,5,30,28,8,3,2,15,10,10,22,17,30,29,29,24,11,12,25,24,21,29,29,20,7,11,19,25,9,14,12,11,13,3,14,8
PHI vs LAC,2022-01-20,0,203.0,0.778,0.591,0.364,0.478,4,10,20,16,3,11,27,21,29,25,15,19,29,29,16,19,29,25,13,18,19,6,7,17,4,3,22,25,23,12,18,9,30,29,12,15,5,12,14,8,30,29,13,11,4,10,20,21,23,14,24,27,12,3,9,8
PHI vs ORL,2022-01-18,1,233.0,0.778,0.581,0.1,0.178,4,10,29,30,4,12,26,29,28,25,24,26,29,29,22,13,28,24,20,23,21,6,17,16,5,3,16,26,18,11,15,24,30,29,21,8,4,12,30,28,29,28,16,7,9,12,29,28,23,13,26,23,15,3,13,10
PHI vs BOS,2022-01-13,1,210.0,0.875,0.575,0.5,0.5,3,10,12,14,2,12,8,10,29,25,15,12,29,29,10,6,30,26,17,20,18,7,2,2,3,3,22,16,24,12,14,13,30,29,6,12,3,12,18,24,30,29,14,12,6,12,21,23,22,13,16,10,13,4,2,2
PHI vs CHA,2022-01-11,0,207.0,0.875,0.59,0.75,0.537,3,9,7,11,2,11,8,21,28,25,27,4,28,29,29,18,28,26,17,3,17,6,22,8,2,3,5,8,21,12,6,3,30,28,24,6,5,12,7,2,29,29,27,4,7,12,6,10,25,17,29,13,5,2,29,27
PHI vs SAS,2022-01-06,1,219.0,0.857,0.568,0.5,0.405,6,9,11,23,3,13,10,14,29,25,4,15,30,28,4,17,29,24,1,3,18,5,10,15,1,3,19,6,25,11,15,12,30,27,17,29,3,11,7,12,30,27,3,9,5,13,9,6,26,15,21,29,1,1,23,29
PHI vs HOU,2022-01-02,1,246.0,0.5,0.543,0.182,0.27,16,10,26,28,19,16,30,28,26,26,2,12,28,28,11,22,26,26,5,18,9,5,8,11,3,3,30,30,17,12,3,14,28,28,1,4,19,14,14,18,26,26,3,18,22,15,12,19,19,15,2,1,4,1,23,30
PHI vs ATL,2021-12-22,0,194.0,0.556,0.516,0.25,0.467,11,11,26,19,22,19,19,11,23,22,26,18,27,27,25,22,25,23,27,21,3,2,22,24,8,6,4,3,15,10,28,28,24,23,23,26,25,17,2,1,25,24,27,21,11,14,22,9,13,16,15,20,7,3,6,5
PHI vs MIA,2021-12-14,0,197.0,0.5,0.536,0.4,0.571,12,11,18,9,22,19,21,7,24,18,23,14,18,25,27,19,25,20,6,7,2,2,24,30,15,5,24,21,10,11,16,19,26,26,7,16,28,15,8,9,22,21,23,23,23,15,18,11,7,13,29,17,9,4,20,7
PHI vs GSW,2021-12-10,1,195.0,0.5,0.538,0.778,0.84,13,12,4,1,21,13,3,1,20,19,25,13,23,26,24,12,24,21,13,2,6,3,26,24,8,4,19,25,7,10,5,2,27,26,14,5,24,12,4,4,22,19,30,27,23,14,10,3,9,15,26,19,9,3,30,19
PHI vs UTA,2021-12-08,0,214.0,0.6,0.56,0.8,0.708,8,9,4,3,15,13,2,2,21,20,10,14,19,26,13,21,23,22,17,26,4,3,8,11,9,4,20,17,11,12,24,23,25,27,2,3,18,9,1,3,23,21,25,29,18,14,1,1,9,17,26,18,13,3,9,14
PHI vs ORL,2021-11-28,1,197.0,0.2,0.5,0.1,0.19,27,15,30,28,26,14,30,30,22,19,26,23,23,27,20,11,26,21,23,20,7,7,25,13,4,3,11,24,11,11,20,24,28,26,11,5,20,7,30,25,20,20,17,11,23,8,30,28,17,18,23,19,6,2,25,23
PHI vs MIN,2021-11-26,0,241.0,0.3,0.526,0.545,0.474,23,12,9,18,24,13,6,11,22,19,6,18,25,29,9,20,27,23,7,18,8,6,2,3,3,2,26,25,18,15,4,5,29,27,1,1,17,8,16,20,23,27,4,13,22,6,23,26,22,24,10,25,4,2,18,18
PHI vs TOR,2021-11-10,0,224.0,0.636,0.667,0.545,0.5,3,2,12,14,6,5,9,12,7,6,12,13,20,19,12,8,11,9,23,23,2,4,17,17,8,7,8,12,10,8,1,1,11,16,23,22,5,1,19,24,15,14,4,3,3,2,19,24,19,20,19,18,2,2,11,13
PHI vs MIL,2021-11-08,0,227.0,0.727,0.727,0.4,0.4,2,2,20,20,4,4,20,20,5,5,22,22,19,19,20,20,8,8,25,25,3,3,22,22,15,15,13,13,8,8,17,17,16,16,8,8,1,1,19,19,13,13,17,17,1,1,22,22,15,15,16,16,3,3,22,22
PHI vs NYK,2021-11-07,0,199.0,0.8,0.8,0.6,0.6,1,1,8,8,4,4,11,11,7,7,5,5,24,24,15,15,7,7,17,17,5,5,4,4,10,10,9,9,12,12,19,19,21,21,9,9,1,1,5,5,20,20,14,14,1,1,14,14,19,19,4,4,4,4,15,15
PHI vs CHI,2021-11-02,1,201.0,0.714,0.714,0.857,0.857,4,4,1,1,4,4,3,3,14,14,18,18,27,27,24,24,12,12,15,15,4,4,6,6,7,7,4,4,16,16,14,14,22,22,29,29,4,4,3,3,25,25,23,23,1,1,6,6,23,23,12,12,2,2,1,1
PHI vs POR,2021-10-31,1,216.0,0.667,0.667,0.5,0.5,8,8,14,14,3,3,10,10,16,16,13,13,25,25,12,12,21,21,19,19,4,4,17,17,9,9,14,14,16,16,19,19,21,21,4,4,3,3,8,8,27,27,15,15,1,1,10,10,23,23,21,21,1,1,15,15
