MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
ORL vs NYK,2023-02-06,0,200.0,0.6,0.407,0.4,0.527,7,26,21,10,18,26,23,10,14,26,15,11,20,21,9,2,18,28,24,27,16,18,27,24,18,21,9,4,17,17,27,28,23,27,14,8,8,21,18,23,21,26,19,4,16,17,17,24,2,6,14,3,11,12,21,20
ORL vs CHI,2023-01-27,0,237.0,0.5,0.388,0.444,0.458,13,26,21,23,19,26,18,21,20,26,27,24,25,23,26,26,20,28,28,25,19,17,25,19,20,22,2,4,11,20,14,11,17,23,29,30,8,20,27,11,25,26,26,23,10,15,17,5,8,8,29,25,22,11,11,5
ORL vs IND,2023-01-24,1,246.0,0.5,0.383,0.273,0.49,15,26,22,16,15,26,25,25,24,29,13,4,26,24,6,15,26,29,8,5,21,17,1,2,10,18,28,26,9,21,6,6,24,28,6,5,14,22,29,14,26,27,2,4,10,17,30,25,8,11,4,13,17,12,6,6
ORL vs BOS,2023-01-22,1,211.0,0.444,0.37,0.9,0.745,18,26,1,1,20,26,5,1,28,29,19,2,28,24,9,9,27,29,10,6,21,17,5,5,5,19,8,5,20,22,26,27,26,28,4,2,15,22,18,8,29,27,19,15,12,19,21,12,19,11,24,21,15,8,2,1
ORL vs NOP,2023-01-19,1,233.0,0.375,0.364,0.364,0.578,23,26,17,8,21,26,22,6,30,30,11,11,30,26,10,10,29,30,20,9,30,19,17,22,2,19,25,21,18,21,8,4,30,28,19,24,27,23,14,11,30,29,10,20,18,19,16,9,28,14,5,5,24,14,26,20
ORL vs MEM,2023-01-04,0,238.0,0.556,0.368,0.6,0.649,15,26,6,5,19,26,3,3,29,27,15,20,25,18,3,3,29,28,12,15,23,13,1,3,5,23,11,10,17,26,4,11,29,27,23,22,22,19,30,22,27,25,11,12,19,17,17,19,21,7,4,10,16,8,23,30
ORL vs OKC,2023-01-03,1,241.0,0.556,0.351,0.5,0.432,12,26,12,22,19,26,10,21,29,28,13,12,26,19,12,14,30,29,18,22,22,15,18,9,4,23,19,12,11,26,3,5,29,28,16,15,23,20,8,17,27,27,10,5,19,18,16,23,21,9,10,22,12,7,20,13
ORL vs WAS,2022-12-29,0,219.0,0.7,0.361,0.364,0.417,3,26,19,21,8,26,18,24,13,19,8,12,14,10,13,11,18,29,5,12,10,11,11,3,15,26,21,9,16,24,5,17,24,23,16,17,11,19,16,23,24,18,8,15,12,18,7,9,8,4,10,16,6,7,17,23
ORL vs LAL,2022-12-26,0,239.0,0.889,0.382,0.273,0.394,2,24,22,24,5,26,28,24,20,20,1,13,15,12,6,16,27,29,7,19,16,11,6,15,11,25,23,12,19,26,9,28,26,23,15,28,10,17,21,26,25,24,2,20,12,16,10,9,10,5,2,4,4,6,9,8
ORL vs SAS,2022-12-22,1,246.0,0.636,0.364,0.444,0.323,4,25,19,27,10,26,28,30,9,15,29,28,3,9,27,23,15,28,27,5,10,10,27,25,26,27,11,24,10,22,29,21,17,20,28,21,17,22,23,19,9,15,27,13,20,17,11,18,2,2,29,30,1,6,24,29
ORL vs ATL,2022-12-13,1,259.0,0.3,0.286,0.364,0.5,26,28,18,13,28,27,24,22,26,20,10,8,28,17,10,8,27,28,19,18,21,12,13,17,23,27,20,3,23,30,7,10,24,24,8,25,20,20,26,28,28,24,4,2,19,17,24,21,12,4,17,26,5,11,8,4
ORL vs TOR,2022-12-10,1,210.0,0.2,0.259,0.444,0.5,28,27,19,15,29,26,15,12,25,19,28,21,29,12,27,18,27,28,29,26,24,13,24,9,23,27,1,2,17,29,8,1,24,23,28,21,27,24,29,26,24,20,26,14,23,17,29,27,15,4,20,10,8,10,18,19
ORL vs TOR,2022-12-08,1,222.0,0.182,0.231,0.444,0.52,29,30,19,11,29,27,16,10,15,15,28,18,20,11,22,15,24,28,30,26,15,11,23,9,26,26,3,2,8,23,5,1,11,20,28,18,19,24,29,25,13,18,24,10,24,18,25,27,6,3,25,8,12,12,20,20
ORL vs LAC,2022-12-06,1,227.0,0.091,0.2,0.6,0.56,29,30,10,7,29,28,16,24,14,16,21,17,21,14,12,8,23,28,18,23,15,12,24,15,26,27,16,26,7,25,30,22,10,20,24,18,23,24,7,14,11,18,17,18,24,19,21,16,7,5,4,8,13,17,26,25
ORL vs MIL,2022-12-04,0,211.0,0.091,0.208,0.6,0.727,29,30,9,2,29,27,8,5,16,20,18,29,24,18,11,5,21,28,14,24,10,10,5,4,29,27,10,10,11,26,29,29,9,22,13,8,20,19,12,16,12,22,19,26,23,14,11,21,12,7,13,24,18,16,28,27
ORL vs ATL,2022-11-29,0,233.0,0.3,0.238,0.364,0.524,24,28,20,12,27,26,24,18,25,23,9,9,27,15,2,8,28,28,20,18,8,7,14,15,22,24,18,4,28,28,14,15,16,22,21,26,16,21,27,26,25,21,4,6,22,15,25,21,22,5,8,21,19,18,2,4
ORL vs PHI,2022-11-26,0,236.0,0.333,0.263,0.667,0.526,26,28,5,13,27,26,5,6,29,25,30,26,25,12,26,28,29,29,29,24,15,10,20,21,18,24,11,7,30,29,10,5,25,25,28,21,14,21,19,7,28,25,30,28,17,13,21,14,24,9,17,17,13,14,9,8
ORL vs PHI,2022-11-24,0,206.0,0.333,0.278,0.556,0.5,23,26,15,16,24,26,9,9,28,21,29,25,24,9,26,28,28,28,29,25,20,8,12,15,16,24,5,9,30,29,8,3,28,25,25,20,14,21,22,9,28,23,29,27,14,12,25,16,25,7,16,12,8,13,10,8
ORL vs MIN,2022-11-15,0,234.0,0.4,0.286,0.4,0.429,22,26,22,19,20,25,23,23,21,19,18,14,10,8,24,16,27,29,7,8,8,8,10,14,26,26,16,23,28,28,15,15,28,25,19,19,16,21,18,24,25,21,23,14,4,7,3,4,12,6,16,12,15,13,19,18
ORL vs CHA,2022-11-13,0,217.0,0.4,0.308,0.091,0.214,23,26,30,27,20,21,30,27,22,21,16,8,12,12,6,3,28,29,8,6,13,12,11,9,25,24,21,21,27,28,14,12,28,28,10,13,24,22,30,26,25,24,5,3,2,4,29,26,8,9,14,14,12,15,30,29
ORL vs PHX,2022-11-10,1,211.0,0.273,0.25,0.7,0.727,25,26,6,4,23,25,2,2,12,12,24,24,7,8,25,28,27,28,11,10,7,10,15,15,24,26,4,4,22,25,10,15,27,27,24,24,26,25,10,11,17,17,24,26,7,4,13,11,2,2,24,24,14,14,5,4
ORL vs DAL,2022-11-08,1,181.0,0.182,0.182,0.667,0.667,28,28,9,10,24,25,6,6,7,8,29,30,7,7,30,30,24,25,30,30,9,9,28,28,26,25,4,3,20,22,16,18,22,22,23,23,27,27,17,17,15,16,30,30,4,4,3,3,3,3,10,10,13,13,24,24
ORL vs HOU,2022-11-06,0,261.0,0.2,0.2,0.1,0.1,27,27,30,30,23,23,29,29,9,9,13,13,6,6,8,8,27,27,29,29,5,5,21,21,24,24,28,28,21,21,9,9,20,20,4,4,27,27,20,20,14,14,6,6,12,12,30,30,3,3,5,5,13,13,19,19
ORL vs SAC,2022-11-04,0,249.0,0.222,0.222,0.286,0.286,26,26,26,26,23,23,21,21,14,14,30,30,7,7,30,30,28,28,26,26,5,5,30,30,22,22,5,5,23,23,30,30,18,18,22,22,26,26,14,14,17,17,30,30,17,17,7,7,3,3,30,30,17,17,20,20
ORL vs GSW,2022-11-02,1,259.0,0.125,0.125,0.375,0.375,29,29,21,21,25,25,24,24,17,17,8,8,7,7,18,18,28,28,3,3,7,7,21,21,22,22,26,26,25,25,9,9,18,18,2,2,28,28,19,19,16,16,13,13,23,23,14,14,12,12,18,18,17,17,7,7
