MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
HOU vs OKC,2023-01-31,1,218.0,0.2,0.24,0.667,0.48,26,30,10,19,27,28,4,13,22,30,23,17,5,6,24,16,19,30,27,22,5,15,22,11,28,30,1,8,23,13,15,8,23,15,27,19,29,29,4,13,17,21,24,11,18,30,11,19,12,11,29,24,30,25,4,7
HOU vs CLE,2023-01-25,0,208.0,0.1,0.229,0.4,0.592,29,30,20,6,30,28,13,3,22,30,23,21,10,5,26,20,23,30,15,20,10,17,16,23,28,30,7,15,25,12,21,26,18,11,26,21,27,29,23,12,15,19,25,23,24,30,5,6,16,9,19,15,29,24,27,19
HOU vs WAS,2023-01-24,0,211.0,0.1,0.234,0.5,0.447,30,30,20,24,30,28,20,23,26,30,30,26,17,7,29,17,23,30,30,15,14,18,28,7,27,30,1,8,21,13,30,26,18,12,30,22,27,29,10,20,20,20,30,24,22,30,16,9,19,9,27,20,30,24,12,20
HOU vs MIN,2023-01-22,1,233.0,0.0,0.217,0.727,0.5,30,30,4,14,30,28,7,19,26,30,7,3,20,6,25,23,24,30,8,9,13,18,6,4,23,29,26,28,24,15,3,4,18,11,12,17,27,29,4,19,23,20,15,17,22,30,4,4,18,10,13,14,29,24,12,17
HOU vs CHA,2023-01-17,0,239.0,0.0,0.227,0.2,0.244,30,30,27,29,30,28,26,27,26,30,21,19,14,5,15,5,24,30,8,10,17,17,14,13,21,30,9,12,26,12,12,8,11,11,16,13,29,29,18,28,21,19,18,2,26,30,19,28,14,8,20,16,29,24,21,26
HOU vs MIN,2023-01-07,0,200.0,0.1,0.256,0.455,0.475,30,30,14,18,30,28,9,20,22,30,5,9,11,5,15,23,21,30,8,10,25,19,3,5,21,29,23,27,20,12,22,4,9,12,11,16,24,28,13,20,18,22,9,21,28,30,5,3,14,7,9,8,27,22,18,18
HOU vs UTA,2023-01-04,0,245.0,0.091,0.263,0.3,0.475,30,29,24,17,30,27,25,14,14,30,17,1,2,5,19,7,14,30,24,5,18,19,25,13,26,29,13,28,9,10,18,12,7,12,4,2,29,28,21,12,4,20,16,3,28,30,25,16,6,5,7,10,29,23,11,17
HOU vs DAL,2023-01-01,0,217.0,0.2,0.278,0.727,0.568,30,28,1,8,30,27,8,9,24,28,2,14,2,5,13,29,27,30,14,27,14,19,8,25,26,29,9,2,15,12,26,15,12,13,1,4,29,28,12,14,18,21,5,25,30,30,14,14,10,6,3,3,27,22,19,28
HOU vs NYK,2022-12-30,0,196.0,0.3,0.286,0.5,0.5,26,28,12,16,28,27,4,11,27,29,14,11,2,6,5,2,26,30,25,24,19,18,26,20,20,29,9,9,9,9,23,22,16,13,13,12,30,28,8,25,14,22,17,7,28,30,15,25,19,8,5,5,24,22,29,16
HOU vs DAL,2022-12-22,0,218.0,0.4,0.29,0.545,0.5,19,28,7,15,23,27,10,11,23,29,8,20,5,8,13,29,30,30,15,29,11,17,6,28,25,28,8,2,8,10,23,12,23,14,1,4,30,28,10,14,14,22,11,27,27,30,23,20,9,7,5,3,23,22,18,28
HOU vs ORL,2022-12-20,0,226.0,0.4,0.3,0.545,0.344,22,28,6,26,26,27,16,26,26,29,8,15,7,8,6,11,30,30,14,28,12,16,16,11,24,28,27,27,8,9,12,23,24,16,21,22,30,28,16,21,16,23,9,18,29,30,19,17,8,6,3,3,17,20,1,6
HOU vs SAS,2022-12-18,0,229.0,0.4,0.31,0.375,0.31,20,27,25,27,25,27,29,30,26,29,30,28,8,8,29,26,29,30,30,8,13,17,29,26,25,29,2,23,15,10,29,21,18,14,30,21,30,25,29,24,15,24,29,17,28,29,20,20,11,7,30,30,9,18,27,29
HOU vs POR,2022-12-16,0,202.0,0.5,0.321,0.5,0.552,14,27,14,11,20,27,15,15,22,29,12,17,6,9,17,19,28,30,11,20,16,18,22,27,28,27,8,20,13,10,28,29,17,14,13,15,28,24,2,2,14,24,20,26,26,29,6,11,13,8,21,7,11,18,19,21
HOU vs MIA,2022-12-14,0,219.0,0.6,0.333,0.6,0.483,6,26,6,16,20,27,21,20,18,30,24,20,4,10,21,22,29,30,19,13,17,18,30,29,29,28,6,15,14,13,10,7,16,13,11,6,22,24,16,21,15,24,22,16,26,30,23,26,8,8,29,19,5,15,13,1
HOU vs PHX,2022-12-12,1,208.0,0.556,0.308,0.545,0.593,13,27,6,7,21,27,11,4,28,30,5,8,23,13,5,20,30,30,2,6,26,18,8,8,18,28,18,3,20,13,18,17,22,17,7,12,25,22,4,5,29,24,2,9,22,30,11,10,18,9,26,28,12,19,21,9
HOU vs MIL,2022-12-10,1,189.0,0.444,0.28,0.8,0.76,19,27,2,2,24,27,4,5,26,29,18,28,22,15,15,5,30,30,8,17,30,19,11,4,19,27,8,11,21,15,30,30,23,16,14,8,20,19,11,17,28,25,19,22,21,30,10,23,13,5,22,21,12,18,19,26
HOU vs PHI,2022-12-04,1,255.0,0.4,0.261,0.556,0.522,20,27,12,15,27,28,10,9,23,24,30,28,9,7,28,29,30,29,29,26,16,18,30,20,27,28,9,8,7,8,14,3,20,12,26,24,23,18,6,9,21,18,30,29,25,29,13,13,4,3,29,22,13,18,4,6
HOU vs OKC,2022-11-25,1,223.0,0.333,0.222,0.364,0.421,25,30,21,23,26,28,22,21,25,28,3,7,22,16,6,11,27,29,10,13,16,18,2,2,28,26,16,6,11,12,15,7,25,17,8,15,14,17,5,18,28,25,2,5,20,30,11,14,8,4,15,26,19,20,21,19
HOU vs ATL,2022-11-24,1,250.0,0.25,0.176,0.6,0.611,28,30,7,5,27,28,15,13,30,29,17,13,30,19,8,7,30,29,23,18,22,18,23,15,17,26,3,3,21,14,16,17,27,18,26,29,15,19,28,27,30,25,8,6,19,30,20,20,20,11,21,25,19,20,1,3
HOU vs GSW,2022-11-19,0,247.0,0.2,0.188,0.4,0.438,27,29,21,20,27,28,17,18,22,24,13,5,15,10,19,20,27,28,5,3,9,11,26,26,28,28,24,25,8,11,21,19,17,13,3,2,19,18,3,8,20,13,18,12,26,29,10,7,5,5,27,27,21,22,6,6
HOU vs IND,2022-11-17,0,190.0,0.2,0.2,0.75,0.538,28,28,5,17,27,28,5,13,23,21,30,27,16,11,29,27,25,26,22,13,8,10,21,6,29,29,7,13,9,13,27,27,14,10,24,15,16,16,2,7,22,13,30,29,24,29,7,19,9,5,27,24,22,22,10,9
HOU vs LAC,2022-11-13,0,228.0,0.2,0.154,0.5,0.538,28,30,16,11,28,29,22,25,24,22,29,27,17,13,25,21,26,27,26,28,20,21,6,12,30,29,15,20,9,11,19,17,11,6,22,22,18,16,19,23,22,17,24,26,27,29,14,11,9,11,29,28,18,18,26,26
HOU vs LAC,2022-11-01,0,210.0,0.125,0.125,0.429,0.429,28,28,17,17,30,30,27,27,10,10,26,26,2,2,13,13,22,22,26,26,12,12,6,6,28,28,24,24,9,9,23,23,4,4,23,23,22,22,28,28,4,4,21,21,30,30,20,20,5,5,26,26,16,16,25,25
